---
title: Used node-http-mocks to mock the request and result passed to the getServerSideProps().
command: yarn jest --clearCache && node --expose-gc ./node_modules/.bin/jest --no-coverage --runInBand --logHeapUsage --slowTestThreshold=0
---

 PASS  src/features/AIComparison/FilesComparison/containers/__tests__/ComparisonSection.test.tsx (45.66 s, 204 MB heap size)
 PASS  src/components/RepositoryView/RepositoryPage/__tests__/Repository.test.tsx (70.15 s, 390 MB heap size)
 PASS  src/features/AIComparison/helpers/__tests__/combineFileLinesAndDiffs.test.ts (1.388 s, 367 MB heap size)
 PASS  src/core/Dropdowns/SearchDropdownWithTabs/__tests__/SearchDropdownWithTabs.test.tsx (13.365 s, 282 MB heap size)
 PASS  src/components/RepositoryView/AIPage/components/Overview/__tests__/Overview.test.tsx (80.602 s, 326 MB heap size)
 PASS  src/components/OrganizationView/Models/ModelsPage/components/MetricsFilterDropdown/components/__tests__/MetricsFilterSearchableList.test.tsx (20.255 s, 359 MB heap size)
 PASS  src/features/AIComparison/FilesComparison/__tests__/FilesComparison.test.tsx (27.82 s, 404 MB heap size)
 PASS  src/features/Settings/Emails/__tests__/Emails.test.tsx (29.286 s, 408 MB heap size)
 PASS  src/components/OrganizationView/Repositories/RepositoriesPage/__tests__/Repositories.test.tsx (21.39 s, 370 MB heap size)
 PASS  src/features/PullRequest/Conversation/components/MergeSection/components/__tests__/ReviewsSubSection.test.tsx (6.844 s, 376 MB heap size)
 PASS  src/core/MainNavSearchBar/__tests__/MainNavSearchBar.test.tsx (11.159 s, 391 MB heap size)
 PASS  src/core/Dropdowns/SearchableList/__tests__/SearchableList.test.tsx (9.842 s, 361 MB heap size)
 PASS  src/features/Settings/Account/__tests__/Account.test.tsx (16.525 s, 372 MB heap size)
 PASS  src/components/RepositoryView/ExperimentPage/__tests__/Experiment.test.tsx (40.505 s, 406 MB heap size)
 PASS  src/components/OrganizationView/Models/ModelsPage/components/__tests__/FiltersSection.test.tsx (14.894 s, 377 MB heap size)
 PASS  src/features/Settings/Repository/containers/ChangeRepositoryNameSection/__tests__/ChangeRepositoryNameSection.test.tsx (8.396 s, 396 MB heap size)
 PASS  src/features/NewRMD/__tests__/NewRMD.test.tsx (6.864 s, 389 MB heap size)
 PASS  src/features/PullRequest/Changes/components/FileDiffsView/__tests__/FileDiffsView.test.tsx (6.263 s, 454 MB heap size)
 PASS  src/components/OrganizationView/Datasets/DatasetsPage/__tests__/Datasets.test.tsx (17.515 s, 419 MB heap size)
 PASS  src/features/Commit/FileDiffsView/__tests__/FileDiffsView.test.tsx (5.181 s, 448 MB heap size)
 PASS  src/core/Dropdowns/SingleSelectionDropdown/components/__tests__/ComboBoxDropdown.test.tsx (2.501 s, 443 MB heap size)
 PASS  src/components/OrganizationView/Models/ModelsPage/__tests__/Models.test.tsx (18.452 s, 481 MB heap size)
 PASS  src/features/ConfirmPasswordReset/__tests__/ConfirmPasswordReset.test.tsx (11.808 s, 443 MB heap size)
 PASS  src/core/Auth/AuthGuard/__tests__/AuthGuard.test.tsx (2.184 s, 447 MB heap size)
 PASS  src/features/Settings/Account/components/__tests__/ChangeUsernameModal.test.tsx (7.483 s, 420 MB heap size)
 PASS  src/components/OrganizationView/Models/ModelsPage/components/__tests__/MetricsFilterDropdown.test.tsx (20.997 s, 409 MB heap size)
