---
title: Restore all mocks after every test suite.
command: yarn jest --clearCache && node --expose-gc ./node_modules/.bin/jest --no-coverage --runInBand --logHeapUsage --slowTestThreshold=0
---

 PASS  src/core/Dropdowns/SearchDropdownWithTabs/__tests__/SearchDropdownWithTabs.test.tsx (17.642 s, 102 MB heap size)
 PASS  src/features/Settings/Repository/Permissions/ManageAccess/__tests__/ManageAccess.test.tsx (24.102 s, 150 MB heap size)
 PASS  src/features/Members/MembershipManager/components/__tests__/AccessibleRepositories.test.tsx (8.292 s, 183 MB heap size)
 PASS  src/components/RepositoryView/RepositoryPage/__tests__/Repository.test.tsx (49.61 s, 269 MB heap size)
 PASS  src/features/AIComparison/FilesComparison/containers/__tests__/ComparisonSection.test.tsx (3.305 s, 278 MB heap size)
 PASS  src/features/AIComparison/helpers/__tests__/combineFileLinesAndDiffs.test.ts (0.284 s, 267 MB heap size)
 PASS  src/components/RepositoryView/AIPage/AI/__tests__/AI.test.tsx (61.377 s, 315 MB heap size)
 PASS  src/components/OrganizationView/Models/ModelsPage/components/MetricsFilterDropdown/components/__tests__/MetricsFilterSearchableList.test.tsx (16.214 s, 344 MB heap size)
 PASS  src/features/AIComparison/FilesComparison/__tests__/FilesComparison.test.tsx (19.234 s, 331 MB heap size)
 PASS  src/features/Settings/User/Emails/__tests__/Emails.test.tsx (25.733 s, 306 MB heap size)
 PASS  src/core/Dropdowns/SearchableList/__tests__/SearchableList.test.tsx (8.904 s, 317 MB heap size)
 PASS  src/core/Auth/AuthGuard/__tests__/AuthGuard.test.tsx (1.232 s, 324 MB heap size)
 PASS  src/components/OrganizationView/Repositories/RepositoriesPage/__tests__/Repositories.test.tsx (22.905 s, 353 MB heap size)
 PASS  src/features/NewRMD/__tests__/NewRMD.test.tsx (5.141 s, 375 MB heap size)
 PASS  src/features/PullRequest/Conversation/components/MergeSection/components/__tests__/ReviewsSubSection.test.tsx (4.652 s, 376 MB heap size)
 PASS  src/components/RepositoryView/ExperimentPage/Experiment/__tests__/Experiment.test.tsx (26.139 s, 416 MB heap size)
 PASS  src/features/Settings/Repository/Permissions/ManageAccess/components/__tests__/MembersList.test.tsx (6.35 s, 430 MB heap size)
