---
title: Upgraded to node v21.1.
command: yarn jest --clearCache && node --expose-gc ./node_modules/.bin/jest --no-coverage --runInBand --logHeapUsage --slowTestThreshold=0
---

 PASS  src/features/AIComparison/FilesComparison/containers/__tests__/ComparisonSection.test.tsx (45.598 s, 212 MB heap size)
 PASS  src/components/RepositoryView/RepositoryPage/__tests__/Repository.test.tsx (70.896 s, 403 MB heap size)
 PASS  src/features/AIComparison/helpers/__tests__/combineFileLinesAndDiffs.test.ts (1.375 s, 379 MB heap size)
 PASS  src/core/Dropdowns/SearchDropdownWithTabs/__tests__/SearchDropdownWithTabs.test.tsx (13.329 s, 421 MB heap size)
 PASS  src/components/RepositoryView/AIPage/components/Overview/__tests__/Overview.test.tsx (84.89 s, 479 MB heap size)
 PASS  src/components/OrganizationView/Models/ModelsPage/components/MetricsFilterDropdown/components/__tests__/MetricsFilterSearchableList.test.tsx (21.395 s, 516 MB heap size)
 PASS  src/features/AIComparison/FilesComparison/__tests__/FilesComparison.test.tsx (29.16 s, 560 MB heap size)
 PASS  src/features/Settings/Emails/__tests__/Emails.test.tsx (30.05 s, 593 MB heap size)
 PASS  src/components/OrganizationView/Repositories/RepositoriesPage/__tests__/Repositories.test.tsx (22.022 s, 375 MB heap size)
 PASS  src/features/PullRequest/Conversation/components/MergeSection/components/__tests__/ReviewsSubSection.test.tsx (6.911 s, 305 MB heap size)
 PASS  src/core/MainNavSearchBar/__tests__/MainNavSearchBar.test.tsx (11.275 s, 321 MB heap size)
 PASS  src/core/Dropdowns/SearchableList/__tests__/SearchableList.test.tsx (9.715 s, 319 MB heap size)
 PASS  src/features/Settings/Account/__tests__/Account.test.tsx (16.536 s, 329 MB heap size)
 PASS  src/components/RepositoryView/ExperimentPage/__tests__/Experiment.test.tsx (42.869 s, 373 MB heap size)
 PASS  src/components/OrganizationView/Models/ModelsPage/components/__tests__/FiltersSection.test.tsx (15.297 s, 406 MB heap size)
 PASS  src/features/Settings/Repository/containers/ChangeRepositoryNameSection/__tests__/ChangeRepositoryNameSection.test.tsx (8.611 s, 427 MB heap size)
 PASS  src/features/NewRMD/__tests__/NewRMD.test.tsx (6.78 s, 356 MB heap size)
 PASS  src/features/PullRequest/Changes/components/FileDiffsView/__tests__/FileDiffsView.test.tsx (6.205 s, 406 MB heap size)
 PASS  src/components/OrganizationView/Datasets/DatasetsPage/__tests__/Datasets.test.tsx (17.981 s, 428 MB heap size)
 PASS  src/features/Commit/FileDiffsView/__tests__/FileDiffsView.test.tsx (5.117 s, 458 MB heap size)
 PASS  src/core/Dropdowns/SingleSelectionDropdown/components/__tests__/ComboBoxDropdown.test.tsx (2.464 s, 453 MB heap size)
 PASS  src/components/OrganizationView/Models/ModelsPage/__tests__/Models.test.tsx (18.631 s, 401 MB heap size)
 PASS  src/features/ConfirmPasswordReset/__tests__/ConfirmPasswordReset.test.tsx (12.101 s, 379 MB heap size)
 PASS  src/core/Auth/AuthGuard/__tests__/AuthGuard.test.tsx (2.24 s, 347 MB heap size)
 PASS  src/features/Settings/Account/components/__tests__/ChangeUsernameModal.test.tsx (7.58 s, 368 MB heap size)
 PASS  src/components/OrganizationView/Models/ModelsPage/components/__tests__/MetricsFilterDropdown.test.tsx (21.171 s, 375 MB heap size)
 PASS  src/components/RepositoryView/RepositoryPage/components/__tests__/FiltersSection.test.tsx (34.573 s, 404 MB heap size)
 PASS  src/core/NumberInput/__tests__/NumberInput.test.tsx (2.326 s, 356 MB heap size)
