---
title: Includes all optimization.
command: yarn jest --clearCache && node --expose-gc ./node_modules/.bin/jest --no-coverage --runInBand --logHeapUsage --slowTestThreshold=0
---

 PASS  src/core/Dropdowns/SearchDropdownWithTabs/__tests__/SearchDropdownWithTabs.test.tsx (19.509 s, 97 MB heap size)
 PASS  src/features/Settings/Repository/Permissions/ManageAccess/__tests__/ManageAccess.test.tsx (28.914 s, 146 MB heap size)
 PASS  src/components/RepositoryView/RepositoryPage/__tests__/Repository.test.tsx (64.204 s, 273 MB heap size)
 PASS  src/features/Members/MembershipManager/components/__tests__/AccessibleRepositories.test.tsx (12.249 s, 112 MB heap size)
 PASS  src/features/AIComparison/FilesComparison/containers/__tests__/ComparisonSection.test.tsx (2.976 s, 137 MB heap size)
 PASS  src/features/AIComparison/helpers/__tests__/combineFileLinesAndDiffs.test.ts (0.279 s, 127 MB heap size)
 PASS  src/components/RepositoryView/AIPage/AI/__tests__/AI.test.tsx (61.434 s, 173 MB heap size)
 PASS  src/components/OrganizationView/Models/ModelsPage/components/MetricsFilterDropdown/components/__tests__/MetricsFilterSearchableList.test.tsx (16.901 s, 200 MB heap size)
 PASS  src/features/AIComparison/FilesComparison/__tests__/FilesComparison.test.tsx (20.075 s, 242 MB heap size)
 PASS  src/features/Settings/User/Emails/__tests__/Emails.test.tsx (33.102 s, 274 MB heap size)
 PASS  src/core/Dropdowns/SearchableList/__tests__/SearchableList.test.tsx (11.658 s, 93 MB heap size)
 PASS  src/core/Auth/AuthGuard/__tests__/AuthGuard.test.tsx (1.547 s, 111 MB heap size)
 PASS  src/components/OrganizationView/Repositories/RepositoriesPage/__tests__/Repositories.test.tsx (23.859 s, 151 MB heap size)
 PASS  src/features/NewRMD/__tests__/NewRMD.test.tsx (6.069 s, 181 MB heap size)
 PASS  src/features/PullRequest/Conversation/components/MergeSection/components/__tests__/ReviewsSubSection.test.tsx (4.905 s, 184 MB heap size)
 PASS  src/components/RepositoryView/ExperimentPage/Experiment/__tests__/Experiment.test.tsx (30.413 s, 152 MB heap size)
 PASS  src/features/Settings/Repository/Permissions/ManageAccess/components/__tests__/MembersList.test.tsx (6.809 s, 176 MB heap size)
 PASS  src/features/Settings/Repository/Permissions/ManageAccess/components/__tests__/AddPeopleDrawerAndModal.test.tsx (10.587 s, 149 MB heap size)
 PASS  src/core/MainNavSearchBar/__tests__/MainNavSearchBar.test.tsx (9.565 s, 158 MB heap size)
 PASS  src/features/Settings/User/Account/__tests__/Account.test.tsx (13.998 s, 175 MB heap size)
 PASS  src/features/Settings/Repository/General/containers/ChangeRepositoryNameSection/__tests__/ChangeRepositoryNameSection.test.tsx (6.736 s, 185 MB heap size)
 PASS  src/features/Members/MembersList/components/__tests__/InviteMemberModal.test.tsx (20.715 s, 201 MB heap size)
 PASS  src/core/Dropdowns/SingleSelectionDropdown/components/__tests__/ComboBoxDropdown.test.tsx (2.362 s, 210 MB heap size)
 PASS  src/components/RepositoryView/RepositoryPage/components/__tests__/FiltersSection.test.tsx (27.179 s, 183 MB heap size)
 PASS  src/features/ConfirmPasswordReset/__tests__/ConfirmPasswordReset.test.tsx (11.188 s, 168 MB heap size)
 PASS  src/components/RepositoryView/ExperimentsPage/Experiments/__tests__/Experiments.test.tsx (28.552 s, 194 MB heap size)
 PASS  src/lib/apollo/links/unidentifiedErrorLoggerLink/loggers/__tests__/getGitReferenceComparedMetadataGeneralUnidentifiedErrorLogger.test.ts (0.528 s, 189 MB heap size)
 PASS  src/components/OrganizationView/Models/ModelsPage/components/__tests__/MetricsFilterDropdown.test.tsx (22.752 s, 222 MB heap size)
 PASS  src/lib/apollo/links/__tests__/unidentifiedErrorLoggerLink.test.ts (2.513 s, 198 MB heap size)
 PASS  src/components/RepositoryView/AIPage/AI/components/__tests__/FiltersSection.test.tsx (8.433 s, 188 MB heap size)
 PASS  src/core/NumberInput/__tests__/NumberInput.test.tsx (1.63 s, 160 MB heap size)
 PASS  src/components/RepositoryView/RepositoryPage/components/__tests__/FileCode.test.tsx (3.09 s, 181 MB heap size)
 PASS  src/core/Dropdowns/SingleSelectionDropdown/__tests__/SingleSelectionDropdown.test.tsx (4.221 s, 188 MB heap size)
 PASS  src/features/AIComparison/__tests__/AIComparison.test.tsx (25.343 s, 223 MB heap size)
 PASS  src/features/AIComparison/MetricsComparison/__tests__/MetricsComparison.test.tsx (9.069 s, 255 MB heap size)
 PASS  src/components/NavBar/components/__tests__/FloatingDesktopMenu.test.tsx (9.748 s, 83 MB heap size)
 PASS  src/features/PullRequest/Conversation/components/MergeSection/helpers/__tests__/getMergeabilitySummary.test.ts (0.147 s, 78 MB heap size)
 PASS  src/features/AIComparison/FilesComparison/containers/__tests__/ComparisonItem.test.tsx (7.329 s, 169 MB heap size)
 PASS  src/features/PullRequest/Changes/components/FileDiffsView/__tests__/FileDiffsView.test.tsx (3.09 s, 198 MB heap size)
 PASS  src/features/Commit/FileDiffsView/__tests__/FileDiffsView.test.tsx (3.524 s, 219 MB heap size)
 PASS  src/core/Dropdowns/SearchDropdownWithTabs/components/__tests__/SearchableList.test.tsx (2.788 s, 217 MB heap size)
 PASS  src/features/Register/components/__tests__/UsernameField.test.tsx (2.855 s, 242 MB heap size)
 PASS  src/components/OrganizationView/Datasets/DatasetsPage/__tests__/Datasets.test.tsx (14.672 s, 215 MB heap size)
 PASS  src/features/Members/MembershipManager/components/__tests__/AddRepositoryDrawer.test.tsx (4.564 s, 196 MB heap size)
 PASS  src/features/AIComparison/PlotsComparison/__tests__/PlotsComparison.test.tsx (6.322 s, 217 MB heap size)
 PASS  src/features/Register/__tests__/Register.test.tsx (7.317 s, 230 MB heap size)
 PASS  src/test/pages/[owner]/[repoType]/[repoName]/ai/comparison.test.tsx (5.064 s, 278 MB heap size)
 PASS  src/features/PullRequest/Conversation/components/MergeSection/helpers/__tests__/getReviewsStatus.test.ts (1.177 s, 30 MB heap size)
 PASS  src/features/AIComparison/FilesComparison/containers/__tests__/FileItemComparisons.test.tsx (7.434 s, 142 MB heap size)
 PASS  src/test/pages/[owner]/[repoType]/[repoName]/ai/index.test.tsx (4.787 s, 187 MB heap size)
 PASS  src/components/OrganizationView/Models/ModelsPage/__tests__/Models.test.tsx (12.688 s, 210 MB heap size)
 PASS  src/components/RepositoryView/ExperimentsPage/Experiments/components/__tests__/FiltersSection.test.tsx (14.473 s, 178 MB heap size)
 PASS  src/core/Dropdowns/SearchDropdown/__tests__/SearchDropdown.test.tsx (5.807 s, 193 MB heap size)
 PASS  src/components/RepositoryView/AIPage/Comparison/__tests__/Comparison.test.tsx (11.582 s, 225 MB heap size)
 PASS  src/components/RepositoryView/ExperimentsPage/Comparison/__tests__/Comparison.test.tsx (8.542 s, 248 MB heap size)
 PASS  src/components/RepositoryView/AIPage/Related/__tests__/Related.test.tsx (12.571 s, 107 MB heap size)
 PASS  src/features/AIComparison/FilesComparison/components/__tests__/FileComparisonCard.test.tsx (1.713 s, 124 MB heap size)
 PASS  src/features/Settings/Organization/General/RenameOrganizationSection/components/__tests__/RenameOrganizationModal.test.tsx (4.407 s, 159 MB heap size)
 PASS  src/features/AIComparison/ModelTopologyComparison/containers/__tests__/ComparisonItem.test.tsx (6.117 s, 220 MB heap size)
 PASS  src/components/OrganizationView/Models/ModelsPage/components/__tests__/FiltersSection.test.tsx (10.807 s, 236 MB heap size)
 PASS  src/core/CopyButton/__tests__/CopyButton.test.tsx (1.474 s, 238 MB heap size)
 PASS  src/components/OrganizationView/Models/ModelsPage/components/MetricsFilterDropdown/components/__tests__/MetricInputField.test.tsx (7.726 s, 254 MB heap size)
 PASS  src/features/Settings/Repository/General/components/__tests__/ChangeRepositoryVisibilityModal.test.tsx (5.951 s, 85 MB heap size)
 PASS  src/components/RepositoryView/RepositoryPage/components/__tests__/CloneDropdown.test.tsx (3.605 s, 108 MB heap size)
 PASS  src/features/Settings/User/Account/components/__tests__/UsernameField.test.tsx (2.861 s, 138 MB heap size)
 PASS  src/features/AIComparison/ModelTopologyComparison/components/__tests__/ModelTopologyComparisonCard.test.tsx (1.526 s, 147 MB heap size)
 PASS  src/components/RepositoryView/ExperimentsPage/Experiments/components/__tests__/ExperimentCard.test.tsx (1.256 s, 144 MB heap size)
 PASS  src/features/Settings/Repository/General/containers/DeleteRepositorySection/__tests__/DeleteRepositorySection.test.tsx (3.866 s, 152 MB heap size)
 PASS  src/test/pages/[owner]/[repoType]/[repoName]/ai-experiments/comparison.test.tsx (5.309 s, 186 MB heap size)
 PASS  src/features/PullRequest/Conversation/components/__tests__/MergeSection.test.tsx (1.879 s, 191 MB heap size)
 PASS  src/features/Settings/BillingAndPlans/AddSeats/__tests__/AddSeats.test.tsx (7.477 s, 165 MB heap size)
 PASS  src/features/AIComparison/FilesComparison/components/__tests__/FilesDropdown.test.tsx (6.784 s, 231 MB heap size)
 PASS  src/features/NewRMD/components/__tests__/NameTextField.test.tsx (2.389 s, 233 MB heap size)
 PASS  src/core/FoldersTreeView/__tests__/FoldersTreeView.test.tsx (1.957 s, 245 MB heap size)
 PASS  src/components/RepositoryView/AIPage/Related/components/__tests__/FiltersSection.test.tsx (8.923 s, 94 MB heap size)
 PASS  src/features/Settings/Organization/General/RenameOrganizationSection/components/__tests__/OrganizationNameField.test.tsx (3.236 s, 132 MB heap size)
 PASS  src/components/RepositoryView/ExperimentsPage/Comparison/hooks/__tests__/useExperimentsOptions.test.ts (2.087 s, 130 MB heap size)
 PASS  src/features/PasswordReset/__tests__/PasswordReset.test.tsx (4.892 s, 150 MB heap size)
 PASS  src/features/Members/MembershipManager/components/__tests__/AssignRepositoryPermissionsModal.test.tsx (3.677 s, 180 MB heap size)
 PASS  src/core/Auth/__tests__/withAuthServerSideProps.test.ts (0.702 s, 182 MB heap size)
 PASS  src/core/Modal/__tests__/Modal.test.tsx (1.293 s, 176 MB heap size)
 PASS  src/lib/apollo/links/__tests__/errorLoggerLink.test.ts (1.014 s, 183 MB heap size)
 PASS  src/features/Settings/User/Account/components/__tests__/ChangeUsernameModal.test.tsx (3.945 s, 201 MB heap size)
 PASS  src/features/AIComparison/ModelTopologyComparison/__tests__/ModelTopologyComparison.test.tsx (3.203 s, 219 MB heap size)
